,Apprehension Date,Apprehension State,Apprehension County,Apprehension AOR,Final Program,Final Program Group,Apprehension Method,Apprehension Criminality,Case Status,Case Category,Departed Date,Departure Country,Final Order Yes No,Final Order Date,Birth Date,Birth Year,Citizenship Country,Gender,Apprehension Site Landmark,Alien File Number,EID Case ID,EID Subject ID,Unique Identifier,comparetime,method_cat,approx_age,year,month,day,standardized_date,extracted_state,time_diff,within_24h,county,flag,in_custody_arrest
2759,2025-06-13 11:23:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,ACTIVE,[16] Reinstated Final Order,,,YES,2007-10-18,"(b)(6), (b)(7)(C)",1980,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",99e972531efcd4a3e819ce4d624cbb69ca2651fd,this_year,"federal, state or local incarceration",45,2025,6,01,2025-06-01,,,False,mecklenburg county,,y
2760,2025-05-31 09:30:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-25,HONDURAS,YES,2025-07-15,"(b)(6), (b)(7)(C)",2007,HONDURAS,Male,"new hanover county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9a566e08a09d5699194318684599a97e0ccbd576,this_year,"federal, state or local incarceration",18,2025,5,01,2025-05-01,,,False,new hanover county,,y
2761,2023-11-02 09:54:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-05-09,GUATEMALA,YES,2024-04-17,"(b)(6), (b)(7)(C)",1990,GUATEMALA,Male,wake county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9a56ef11f8d8a2885431bd0a9a9c968077601c35,not in compare range,probation and parole,35,2023,11,01,2023-11-01,,,False,wake county,,y
2762,2025-05-17 10:23:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,CAP Local Incarceration,1 Convicted Criminal,ACTIVE,[3] Deportable - Administratively Final Order,,,YES,2023-11-07,"(b)(6), (b)(7)(C)",2002,SYRIA,Male,nc department of corrections,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9a6a8fd724b2ce3935c032881947fec71c679492,this_year,"federal, state or local incarceration",23,2025,5,01,2025-05-01,,,False,not listed,,y
2763,2024-02-27 07:48:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-08-22,NICARAGUA,YES,2024-07-24,"(b)(6), (b)(7)(C)",1989,NICARAGUA,Male,alamance county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9a7024fe55b52723f5f340892edaf43b73c452e6,last_year,"federal, state or local incarceration",36,2024,2,01,2024-02-01,,,False,alamance county,,y
2764,2024-07-19 07:30:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-11-08,EL SALVADOR,YES,2024-10-23,"(b)(6), (b)(7)(C)",2003,EL SALVADOR,Male,"hen general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9a7dfad82cdfe0c079e4f76f82ba72ea03f5fc8a,not in compare range,"federal, state or local incarceration",22,2024,7,01,2024-07-01,,,False,henderson county,,y
2765,2024-05-17 08:54:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-08-05,MEXICO,YES,2024-07-22,"(b)(6), (b)(7)(C)",1997,MEXICO,Male,franklin county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9aa29d729911535f28b408c00e32b3017e195a43,last_year,"federal, state or local incarceration",28,2024,5,01,2024-05-01,,,False,franklin county,,y
2766,2025-05-21 17:44:00,north carolina,,atlanta area of responsibility,Non-Detained Docket Control,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8F] Expedited Removal,,,YES,2025-07-03,"(b)(6), (b)(7)(C)",1974,CUBA,Female,ero charlotte,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9aa910f70c0d45f9ec684308de42c79be507d119,this_year,"federal, state or local incarceration",51,2025,5,01,2025-05-01,,,False,mecklenburg county,,y
2767,2024-12-06 07:25:00,,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-01-20,MEXICO,YES,2025-01-07,"(b)(6), (b)(7)(C)",1968,MEXICO,Male,butner bop facility,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9ab2f6b03e806ce60faadecc1e65a1d8aaa0d34a,not in compare range,"federal, state or local incarceration",57,2024,12,01,2024-12-01,,,False,granville county,,y
2768,2025-06-08 18:21:53,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,,,,,,,"(b)(6), (b)(7)(C)",1996,MEXICO,Male,"hen general area, non-specific","(b)(6), (b)(7)(C)",,"(b)(6), (b)(7)(C), (b)(7)(E)",9ac7c82ab63fbcb01a719dc8aed913afddd61f96,this_year,"federal, state or local incarceration",29,2025,6,01,2025-06-01,,,False,henderson county,,y
2769,2024-06-06 10:28:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-06-24,MEXICO,YES,2015-06-01,"(b)(6), (b)(7)(C)",1970,MEXICO,Male,ero charlotte,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9acb4ec80dfb7d55e9906ffe83801eaa74fda88a,last_year,"federal, state or local incarceration",55,2024,6,01,2024-06-01,,,False,mecklenburg county,,y
2770,2023-11-27 08:00:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2024-01-17,MEXICO,YES,2024-01-09,"(b)(6), (b)(7)(C)",1987,MEXICO,Male,tabor doc,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9ad7c3259487c8b0ea618641bd88481fe6b740bc,not in compare range,"federal, state or local incarceration",38,2023,11,01,2023-11-01,,,False,columbus county,,y
2771,2024-05-21 13:13:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1997,COLOMBIA,Female,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9ad9a4fef06351d83759e18e3f4fa1e81a277b76,last_year,"non-custodial, located, traffic check or worksite enforcement",28,2024,5,01,2024-05-01,,,False,mecklenburg county,,n
2772,2024-08-28 09:48:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-09-16,MEXICO,YES,2008-11-20,"(b)(6), (b)(7)(C)",1983,MEXICO,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9af556dc714ade3616152c542be791bdb2162720,not in compare range,"federal, state or local incarceration",42,2024,8,01,2024-08-01,,,False,wake county,,y
2773,2025-05-20 07:05:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,Probation and Parole,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-07-17,MEXICO,YES,2025-07-11,"(b)(6), (b)(7)(C)",2000,MEXICO,Male,"brunswick county probataion govt. center dr. bolivia, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9af7db847cc464d0c46ced6e24a145a25d6022b3,this_year,probation and parole,25,2025,5,01,2025-05-01,,,False,brunswick county,,y
2774,2025-01-15 10:24:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-04-29,URUGUAY,YES,2025-01-31,"(b)(6), (b)(7)(C)",1991,URUGUAY,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9b040c8bfd8d03f4e6f340314863100cf2b32d73,not in compare range,"federal, state or local incarceration",34,2025,1,01,2025-01-01,,,False,wake county,,y
2775,2024-11-19 08:41:02,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-04,MEXICO,YES,2025-02-20,"(b)(6), (b)(7)(C)",1965,MEXICO,Male,nc department of corrections,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9b04b1788c5cf88dfd6911131eb676478f469402,not in compare range,"federal, state or local incarceration",60,2024,11,01,2024-11-01,,,False,not listed,,y
2776,2025-05-22 11:23:46,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-11,MEXICO,YES,2025-07-02,"(b)(6), (b)(7)(C)",1986,MEXICO,Female,"ccn general area, cabarrus 287g","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9b0b0c80bf8181743c1f9b4a3cc096d34cba357d,this_year,287g,39,2025,5,01,2025-05-01,,,False,cabarrus county,,y
2777,2024-01-03 15:42:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,"(b)(6), (b)(7)(C)",1992,NICARAGUA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9b25bc602d37200c91eb46e42cb9eaa1e4c21185,not in compare range,"federal, state or local incarceration",33,2024,1,01,2024-01-01,,,False,mecklenburg county,,y
2778,2025-05-12 13:56:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1988,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9b368e2c7857aa3a60d3989b0aa1db48aaae92c4,this_year,"non-custodial, located, traffic check or worksite enforcement",37,2025,5,01,2025-05-01,,,False,mecklenburg county,,n
2779,2025-02-12 09:15:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8G] Expedited Removal - Credible Fear Referral,2025-02-13,PERU,YES,2025-02-12,"(b)(6), (b)(7)(C)",2013,PERU,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9b4825cf0aad8c9376eee8510790f0ff483fece9,this_year,"non-custodial, located, traffic check or worksite enforcement",12,2025,2,01,2025-02-01,,,False,mecklenburg county,,n
2780,2025-04-27 08:20:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[11] Administrative Deportation / Removal,2025-05-17,MEXICO,YES,2025-05-13,"(b)(6), (b)(7)(C)",1976,MEXICO,Male,columbus doc,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9b51d0f04d6d48e065672e980f232850d554b62b,this_year,"federal, state or local incarceration",49,2025,4,01,2025-04-01,,,False,columbus county,,y
2781,2025-05-30 09:18:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1975,MEXICO,Male,watauga county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9b5a39c721acadd9baf1ce61003c6e4ab98efe7b,this_year,"federal, state or local incarceration",50,2025,5,01,2025-05-01,,,False,watauga county,,y
2782,2025-06-14 11:04:25,north carolina,,atlanta area of responsibility,Non-Detained Docket Control,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-06-23,HONDURAS,YES,2019-03-26,"(b)(6), (b)(7)(C)",1979,HONDURAS,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9b5d6b3cbc0f792fd587961aa2d2a2589f600f46,this_year,"non-custodial, located, traffic check or worksite enforcement",46,2025,6,01,2025-06-01,,,False,mecklenburg county,,n
2783,2025-06-18 09:42:17,nc,,atlanta area of responsibility,Fugitive Operations,ICE,Located,3 Other Immigration Violator,6-Deported/Removed - Deportability,[16] Reinstated Final Order,2025-06-21,MEXICO,YES,2024-08-24,"(b)(6), (b)(7)(C)",1998,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9b6e76e3f46ffc6e75644efb9a6c5e516f55e509,this_year,"non-custodial, located, traffic check or worksite enforcement",27,2025,6,01,2025-06-01,,,False,mecklenburg county,,n
2784,2025-02-11 13:28:04,north carolina,,atlanta area of responsibility,Non-Detained Docket Control,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-04-30,NICARAGUA,YES,2025-04-09,"(b)(6), (b)(7)(C)",1989,NICARAGUA,Male,ero charlotte,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9bae2485647e8b16a03c84bfcff33963f3d629c5,this_year,"federal, state or local incarceration",36,2025,2,01,2025-02-01,,,False,mecklenburg county,,y
2785,2025-03-20 10:18:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-04-01,MEXICO,YES,2009-11-19,"(b)(6), (b)(7)(C)",1984,MEXICO,Unknown,nc department of corrections,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9bc0dae605dc59210b04982de1b67e96f59a3f71,this_year,"federal, state or local incarceration",41,2025,3,01,2025-03-01,,,False,not listed,,y
2786,2023-10-26 09:58:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2023-12-27,MEXICO,YES,2023-11-15,"(b)(6), (b)(7)(C)",1993,MEXICO,Male,johnston county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9be0c6382a179680dcdad6d8b80fe78f0b69c63e,not in compare range,probation and parole,32,2023,10,01,2023-10-01,,,False,johnston county,,y
2787,2025-03-23 07:17:33,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8F] Expedited Removal,2025-04-15,HONDURAS,YES,2017-02-09,"(b)(6), (b)(7)(C)",1992,HONDURAS,Male,davidson county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9be685952dd98ded007dbf7ba3ac9543aa4dad2f,this_year,"federal, state or local incarceration",33,2025,3,01,2025-03-01,,,False,davidson county,,y
2788,2023-11-06 11:09:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2023-12-21,GUATEMALA,YES,2007-02-13,"(b)(6), (b)(7)(C)",1984,GUATEMALA,Male,duplin county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9beef6396693ac42da6c03ba90beec87bb80426e,not in compare range,probation and parole,41,2023,11,01,2023-11-01,,,False,duplin county,,y
2789,2024-03-13 14:23:00,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,2 Pending Criminal Charges,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1997,VENEZUELA,Male,gaston county jail 287g,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9c00b7dbb2cde666cf56e081a582aaea33659648,last_year,287g,28,2024,3,01,2024-03-01,,,False,gaston county,,y
2790,2025-06-27 12:54:26,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1976,MEXICO,Female,"ccn general area, cabarrus 287g","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9c06add4936d4d354e673279274ac61571e3a54b,this_year,287g,49,2025,6,01,2025-06-01,,,False,cabarrus county,,y
2791,2024-11-21 11:00:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[11] Administrative Deportation / Removal,2025-01-20,MEXICO,YES,2025-01-08,"(b)(6), (b)(7)(C)",1986,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9c136c69d0c3f8ef623cf504e58dc4b8ca2fdc82,not in compare range,"federal, state or local incarceration",39,2024,11,01,2024-11-01,,,False,mecklenburg county,,y
2792,2025-03-10 17:59:38,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-05,EL SALVADOR,YES,2025-04-15,"(b)(6), (b)(7)(C)",1983,EL SALVADOR,Male,gaston county jail 287g,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9c182ea12040216504038b2c3428d1228157d0e3,this_year,287g,42,2025,3,01,2025-03-01,,,False,gaston county,,y
2793,2023-11-29 11:03:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[16] Reinstated Final Order,2024-01-31,HONDURAS,YES,2011-12-07,"(b)(6), (b)(7)(C)",1981,HONDURAS,Male,surry county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9c2350b97fde577f66692d683d4bf3d93e2e8a9a,not in compare range,"federal, state or local incarceration",44,2023,11,01,2023-11-01,,,False,surry county,,y
2794,2024-12-08 14:32:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[16] Reinstated Final Order,2024-12-23,MEXICO,YES,2011-08-09,"(b)(6), (b)(7)(C)",1983,MEXICO,Male,iredell county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9c37dd1c701f980b3ed21087a0c9e99ae06bc8d3,not in compare range,"federal, state or local incarceration",42,2024,12,01,2024-12-01,,,False,iredell county,,y
2795,2025-03-16 11:56:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-05,MEXICO,YES,2025-04-23,"(b)(6), (b)(7)(C)",1987,MEXICO,Male,forsyth county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9c3a20c5e697cee10e898c4933851d858f5bdeb1,this_year,"federal, state or local incarceration",38,2025,3,01,2025-03-01,,,False,forsyth county,,y
2796,2023-11-20 08:52:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-05-07,GUATEMALA,NO,,"(b)(6), (b)(7)(C)",1999,GUATEMALA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9c3ca3e3a43e99f5db844af2c809166781c9dfc0,not in compare range,"non-custodial, located, traffic check or worksite enforcement",26,2023,11,01,2023-11-01,,,False,mecklenburg county,,n
2797,2024-04-24 12:43:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1986,MEXICO,Male,new hanover county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",9c597d33883df2219f8ca8a015d611a35097260a,last_year,"federal, state or local incarceration",39,2024,4,01,2024-04-01,,,False,new hanover county,,y
